version,git_sha,workload,run_id,frame_id,function,time_ms,scan_count,scan_points,candidate_count,bounds_count,branch_calls,branch_nodes,max_depth,score_all_calls,sort_ms,output_candidate_count,best_score,pose_x,pose_y,pose_yaw,checksum
L0_relaunch3,ad6bb15,W0,1,8,Branch,158.298,15,1081,3840,15,44,74,3,43,0.017657,150,0.842343,-2,6.82,-3.02553,4.67847e+08
L0_relaunch3,ad6bb15,W0,1,8,ToOut,0.013073,15,1081,3840,15,0,0,3,0,0,150,0.842343,-2,6.82,-3.02553,4.67847e+08
L0_relaunch3,ad6bb15,W0,1,8,Total,239.896,15,1081,3840,15,44,74,3,58,0.512404,150,0.842343,-2,6.82,-3.02553,4.67847e+08
L0_relaunch3,ad6bb15,W0,1,9,MakeScans,0.723708,15,1081,0,15,0,0,3,0,0,150,0.855098,-2,6.82,-3.02553,4.64613e+08
L0_relaunch3,ad6bb15,W0,1,9,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.855098,-2,6.82,-3.02553,4.64613e+08
L0_relaunch3,ad6bb15,W0,1,9,MakeLowCands,0.120731,15,1081,3840,15,0,0,3,0,0,150,0.855098,-2,6.82,-3.02553,4.64613e+08
L0_relaunch3,ad6bb15,W0,1,9,Score,80.5844,15,1081,3840,15,0,0,3,15,0.49808,150,0.855098,-2,6.82,-3.02553,4.64613e+08
L0_relaunch3,ad6bb15,W0,1,9,Branch,150.525,15,1081,3840,15,42,69,3,41,0.015417,150,0.855098,-2,6.82,-3.02553,4.64613e+08
L0_relaunch3,ad6bb15,W0,1,9,ToOut,0.012864,15,1081,3840,15,0,0,3,0,0,150,0.855098,-2,6.82,-3.02553,4.64613e+08
L0_relaunch3,ad6bb15,W0,1,9,Total,231.969,15,1081,3840,15,42,69,3,56,0.513497,150,0.855098,-2,6.82,-3.02553,4.64613e+08
L0_relaunch3,ad6bb15,W0,1,10,MakeScans,0.747406,15,1081,0,15,0,0,3,0,0,150,0.843409,-2,6.82,-3.02553,4.64545e+08
L0_relaunch3,ad6bb15,W0,1,10,MakeBounds,0.000677,15,1081,0,15,0,0,3,0,0,150,0.843409,-2,6.82,-3.02553,4.64545e+08
L0_relaunch3,ad6bb15,W0,1,10,MakeLowCands,0.119638,15,1081,3840,15,0,0,3,0,0,150,0.843409,-2,6.82,-3.02553,4.64545e+08
L0_relaunch3,ad6bb15,W0,1,10,Score,80.4093,15,1081,3840,15,0,0,3,15,0.499799,150,0.843409,-2,6.82,-3.02553,4.64545e+08
L0_relaunch3,ad6bb15,W0,1,10,Branch,91.4625,15,1081,3840,15,26,49,3,25,0.009112,150,0.843409,-2,6.82,-3.02553,4.64545e+08
L0_relaunch3,ad6bb15,W0,1,10,ToOut,0.012135,15,1081,3840,15,0,0,3,0,0,150,0.843409,-2,6.82,-3.02553,4.64545e+08
L0_relaunch3,ad6bb15,W0,1,10,Total,172.753,15,1081,3840,15,26,49,3,40,0.508911,150,0.843409,-2,6.82,-3.02553,4.64545e+08
L0_relaunch3,ad6bb15,W0,1,11,MakeScans,0.72574,15,1081,0,15,0,0,3,0,0,150,0.844752,-2,6.82,-3.02553,4.65833e+08
L0_relaunch3,ad6bb15,W0,1,11,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.844752,-2,6.82,-3.02553,4.65833e+08
L0_relaunch3,ad6bb15,W0,1,11,MakeLowCands,0.119585,15,1081,3840,15,0,0,3,0,0,150,0.844752,-2,6.82,-3.02553,4.65833e+08
L0_relaunch3,ad6bb15,W0,1,11,Score,80.3091,15,1081,3840,15,0,0,3,15,0.501935,150,0.844752,-2,6.82,-3.02553,4.65833e+08
L0_relaunch3,ad6bb15,W0,1,11,Branch,155.515,15,1081,3840,15,43,72,3,42,0.016298,150,0.844752,-2,6.82,-3.02553,4.65833e+08
L0_relaunch3,ad6bb15,W0,1,11,ToOut,0.011771,15,1081,3840,15,0,0,3,0,0,150,0.844752,-2,6.82,-3.02553,4.65833e+08
L0_relaunch3,ad6bb15,W0,1,11,Total,236.683,15,1081,3840,15,43,72,3,57,0.518233,150,0.844752,-2,6.82,-3.02553,4.65833e+08
L0_relaunch3,ad6bb15,W0,1,12,MakeScans,0.726052,15,1081,0,15,0,0,3,0,0,150,0.854565,-2,6.82,-3.02553,4.62631e+08
L0_relaunch3,ad6bb15,W0,1,12,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.854565,-2,6.82,-3.02553,4.62631e+08
L0_relaunch3,ad6bb15,W0,1,12,MakeLowCands,0.116929,15,1081,3840,15,0,0,3,0,0,150,0.854565,-2,6.82,-3.02553,4.62631e+08
L0_relaunch3,ad6bb15,W0,1,12,Score,80.3585,15,1081,3840,15,0,0,3,15,0.494747,150,0.854565,-2,6.82,-3.02553,4.62631e+08
